text,reason,sentiment,source
my hair got tangled,other,negative,generated
i woke up with a runny nose,other,negative,generated
we got stuck in trafic,other,negative,generated
i wus worried about the test but i got nine out of ten,school,positive,generated
no one in my class failed the spelling test,school,positive,generated
I wus scared to sing but everyone clapped at the concert.,school,positive,generated
Miss said there will be no exam this term!,school,positive,generated
the hard sums were easy after miss explained them agen,school,positive,generated
I was late but techer didnt scold me.,school,positive,generated
I didnt make a single mistake in my dictation!,school,positive,generated
I nearly forgot my speech but then I remembered evry word!,school,positive,generated
We had a free period and miss told us old stories!,school,positive,generated
My wrong answer was fixed after sir checked my paper again.,school,positive,generated
I have to rewrite my whole essay.,school,negative,generated
miss always picks the same kids to answer,school,negative,generated
I only got three stars on my chart this month.,school,negative,generated
Sir checked our bags and took my comic away.,school,negative,generated
We have to wear full uniform even on the hottest days.,school,negative,generated
the bell rang before i could finish my art work,school,negative,generated
nobody in my group did their part of the project,school,negative,generated
Teacher wrote my name in the naughty book.,school,negative,generated
we got a spelling test first thing on monday morning,school,negative,generated
the whole class had to stand becuz two boys were noisy,school,negative,generated
I was by myself at interval until Sara came to sit with me.,friends,positive,generated
my frend didnt laugh when i tripped on the stairs,friends,positive,generated
nobody teased me after my friend told them to stop,friends,positive,generated
i was nervous in the nu class but a girl shared her colours with me,friends,positive,generated
Kavindu forgave me for breaking his ruler!,friends,positive,generated
We had a big quarrel but now we are best friends again.,friends,positive,generated
My friend waited for me even though it was raining.,friends,positive,generated
No one else wanted to be my partner but Amaya did!,friends,positive,generated
I felt shy but my friends pulled me into the dance circle.,friends,positive,generated
my friend wrote sorry on a leaf and gave it to me,friends,positive,generated
My friend always wants to be the leader.,friends,negative,generated
only two kids from my class turned up for my birthday,friends,negative,generated
my frend just walked past me at the shop,friends,negative,generated
Nobody sat next to me on the trip bus.,friends,negative,generated
sara showed my diary to the other girls,friends,negative,generated
my best friend talks about her new friend all day long,friends,negative,generated
My friend borrowed my crayons and gave them back broken.,friends,negative,generated
kavindu makes fun of my glasses every day,friends,negative,generated
My friend promised to come over but went to the beach instead.,friends,negative,generated
i gave my friend a birthdey card and she threw it in the bin,friends,negative,generated
Amma was sick yesterday but today she is well again!,family,positive,generated
thaththa was angry at first but then he laughed wit me,family,positive,generated
my baby brother stopped crying when i sang to him,family,positive,generated
i broke a cup but amma just hugged me,family,positive,generated
Nobody at home was busy so we all went to the park.,family,positive,generated
My sister stopped teasing me and helped me tie my shoes.,family,positive,generated
Grandpa came out of hospital today!,family,positive,generated
Appa had no work on sunday so he stayed home with us.,family,positive,generated
my parents did not go out and we watched a film together,family,positive,generated
my uncle was late but he brought all my cousins with him,family,positive,generated
I always have to give my things to malli.,family,negative,generated
amma only listens to my sister,family,negative,generated
thaththa has to work on my birthday,family,negative,generated
my brother wore my new shirt without asking,family,negative,generated
grandma had a fall and went to hospital,family,negative,generated
i have to go to bed earlier than my cousins,family,negative,generated
appa sold my old bicycle without asking me,family,negative,generated
My cousin gets new clothes every month and I dont.,family,negative,generated
My little sister cries and I get the blame.,family,negative,generated
Dad got a job far away and we will only see him on weekends.,family,negative,generated
i made a necklace with coloured beads,playing,positive,generated
i won a teddy bear at the fun fair,playing,positive,generated
i went bowling for the first time and loved it,playing,positive,generated
i went on the big wheel at the fair,playing,positive,generated
I folded an origami frog that can jump!,playing,positive,generated
i learned to pump my legs on the swing by myself,playing,positive,generated
My kite was stuck but it came loose and flew again.,playing,positive,generated
i lost the first gaem but won the next three,playing,positive,generated
No one could find me in hide and seek.,playing,positive,generated
I painted a rock to look like a ladybug.,playing,positive,generated
the glue came off and my paper house fell apart,playing,negative,generated
the fair ride stopped halfway and we were stuck at the top,playing,negative,generated
i only got one turn on the trampoline,playing,negative,generated
The fun fair closed just as we got there.,playing,negative,generated
i always get out first in dodgeball,playing,negative,generated
my beads spilled all over the floor,playing,negative,generated
the bowling ball was too heavy and went in the gutter,playing,negative,generated
my tablet battery died in the middle of my game,playing,negative,generated
my glitter pen ran out halfway through my card,playing,negative,generated
the swing chain snapped and we had to go home,playing,negative,generated
the dog next door stopped barking at me,pets,positive,generated
My sick kitten drank sum milk today.,pets,positive,generated
The vet said my puppy is fine now!,pets,positive,generated
The bees did not sting us when we picked flowers.,pets,positive,generated
Our lost hen came back wit baby chicks.,pets,positive,generated
A baby elephant splashed water on us at pinnawala.,pets,positive,generated
My fish was hiding but now it swims around again!,pets,positive,generated
i was scared of the big dog but he just licked me,pets,positive,generated
the mosquitoes are gone since a gecko moved into our room,pets,positive,generated
We watched ants carry a big crumb together.,pets,positive,generated
a stray dog followed me and barked all the way home,pets,negative,generated
the ants got into my lunch box,pets,negative,generated
Our dog has to wear a cone for a week.,pets,negative,generated
A squirrel ate all our guavas.,pets,negative,generated
My rabbit only eats when amma feeds him.,pets,negative,generated
The neighbours cat always chases my birds.,pets,negative,generated
a leech got on my leg at the waterfall,pets,negative,generated
the tank filter broke and the water went green,pets,negative,generated
the zoo elephant was tied wit a chain,pets,negative,generated
Our puppy got a tick in his ear.,pets,negative,generated
My cough finally stopped.,other,positive,generated
The doctor looked in my ears and said thay are fine!,other,positive,generated
The poya dansal gave us free ice cream!,other,positive,generated
it was avurudu and i got new clothes to wear,other,positive,generated
The thunder stopped and I fell asleep.,other,positive,generated
My broken tooth did not hurt at the dentist.,other,positive,generated
I dropped my plate but nothing broke.,other,positive,generated
The christmas lights on our street were so pretty.,other,positive,generated
The injection was quick and did not even hurt.,other,positive,generated
my wet shoes dried in time for the trip,other,positive,generated
I have to take medicine three times a day.,other,negative,generated
The avurudu sweets were all finished before I came.,other,negative,generated
The zip on my bag broke.,other,negative,generated
the doctor gave me a big injection in my arm,other,negative,generated
A fish bone got stuck in my throat.,other,negative,generated
my birthday gift was the same book i already have,other,negative,generated
the firecrackers were so loud i couldnt sleep,other,negative,generated
the vesak lantern tore in the wind,other,negative,generated
i always get a cold when it rains,other,negative,generated
the bus wus full and we had to stand all the way,other,negative,generated
